filename,width,height,class,xmin,ymin,xmax,ymax
armas (1381).jpg.rf.3e47b4ec183b6ce43764bffa9ccd0a99.jpg,416,416,pistol,29,17,415,311
armas (1382).jpg.rf.3a511b21aedf8691f138599f50669bdd.jpg,416,416,pistol,32,47,396,378
armas (1383).jpg.rf.b77c5bfdf62f23c37f37381144845e55.jpg,416,416,pistol,50,102,415,415
armas (1384).jpg.rf.905dde2996342335f27d4c732d0c20c9.jpg,416,416,pistol,72,32,409,397
armas (1385).jpg.rf.660107454fad02040fc7f602b8ff3523.jpg,416,416,pistol,101,131,348,327
armas (1386).jpg.rf.7cab23bb814f0c25b9d15b16896a379e.jpg,416,416,pistol,23,96,350,374
armas (1387).jpg.rf.b4836d7481e6a3e803981684e917d55e.jpg,416,416,pistol,1,1,376,351
armas (1388).jpg.rf.bbd45731b6d01deff98757915940892d.jpg,416,416,pistol,275,150,383,241
armas (1389).jpg.rf.998165c8e5c9ae701358ea8ff60d9bdf.jpg,416,416,pistol,22,199,98,290
armas (1390).jpg.rf.3c0301b810a5392101c8ba8cd7be37b3.jpg,416,416,pistol,60,1,241,403
armas (1391).jpg.rf.d1799e6bd9e3c8e9320395e9508cca11.jpg,416,416,pistol,206,124,238,169
armas (1392).jpg.rf.d82f3c8e15e1e19112a8d925506c6101.jpg,416,416,pistol,0,44,215,416
armas (1392).jpg.rf.d82f3c8e15e1e19112a8d925506c6101.jpg,416,416,pistol,205,19,388,347
armas (1393).jpg.rf.2f3e77b20a0a2ce707178355ee2e9394.jpg,416,416,pistol,111,223,178,307
armas (1394).jpg.rf.aad71e38bd41533d53589f34779906e4.jpg,416,416,pistol,234,128,328,186
armas (1395).jpg.rf.d0ed21d47cabeaea84c4072735243517.jpg,416,416,pistol,335,83,409,144
armas (1396).jpg.rf.1dd66db43ae96c252637d58faa3bc480.jpg,416,416,pistol,119,106,277,342
armas (1397).jpg.rf.f34d96705437db1263db0dc46792322b.jpg,416,416,pistol,144,115,191,152
armas (1398).jpg.rf.80c6d6cfe8ab8929afb27dd51140e3d3.jpg,416,416,pistol,232,202,295,286
armas (1399).jpg.rf.e93b195e98ef3d70e88cf952e2bdae28.jpg,416,416,pistol,14,168,265,392
armas (1399).jpg.rf.e93b195e98ef3d70e88cf952e2bdae28.jpg,416,416,pistol,115,13,402,272
armas (1400).jpg.rf.196dae1656f9e0e69e3a42a0961a174e.jpg,416,416,pistol,17,28,344,334
armas (1401).jpg.rf.5e09274c1344ef3307fa74eb62e0c730.jpg,416,416,pistol,105,99,310,234
armas (1401).jpg.rf.5e09274c1344ef3307fa74eb62e0c730.jpg,416,416,pistol,67,241,300,403
armas (1402).jpg.rf.da16c1b8dd73e06295c29697da21d212.jpg,416,416,pistol,87,181,273,337
armas (1402).jpg.rf.da16c1b8dd73e06295c29697da21d212.jpg,416,416,pistol,128,89,319,276
armas (1403).jpg.rf.1656c1b19522906e68c4b6429503b385.jpg,416,416,pistol,87,110,321,341
armas (1404).jpg.rf.73e20ebfe3bc9de4bbe88eeabf836646.jpg,416,416,pistol,43,76,371,339
armas (1404).jpg.rf.73e20ebfe3bc9de4bbe88eeabf836646.jpg,416,416,pistol,77,235,151,349
armas (1405).jpg.rf.13088d0bd54d88281cf955ad463afd27.jpg,416,416,pistol,27,27,372,388
armas (1406).jpg.rf.839c82324d0717f6baa5cb4a0194f191.jpg,416,416,pistol,8,61,412,341
armas (1407).jpg.rf.977bf161ef392882efb2d917122a8eec.jpg,416,416,pistol,10,40,401,375
armas (1408).jpg.rf.3c40edcb5394c62c107f01aca382b09b.jpg,416,416,pistol,54,233,149,369
armas (1408).jpg.rf.3c40edcb5394c62c107f01aca382b09b.jpg,416,416,pistol,160,273,267,405
armas (1409).jpg.rf.09f7439033a554eba58a45e49ab1cd08.jpg,416,416,pistol,25,63,389,329
armas (1410).jpg.rf.15c6ddfe704b30a8cfbf535b5ed90d79.jpg,416,416,pistol,50,22,358,415
armas (1411).jpg.rf.c53c478ade06c90e0f2a9a39b6018e82.jpg,416,416,pistol,149,139,184,210
armas (1412).jpg.rf.441b31200284eff80672b30e68da3fa2.jpg,416,416,pistol,76,82,319,381
armas (1413).jpg.rf.ee3710ecd597edcb10593a2f811950f3.jpg,416,416,pistol,78,2,415,371
armas (1414).jpg.rf.0e0f9233ab8c911ada4848d140b7dffd.jpg,416,416,pistol,36,26,301,375
armas (1415).jpg.rf.38104ee7917393016047a7f315bbab8f.jpg,416,416,pistol,18,74,364,306
armas (1416).jpg.rf.24e7089d45d9e323debf72e3a19eb9a1.jpg,416,416,pistol,278,182,319,284
armas (1417).jpg.rf.d25d8f97ee756f243c332c898f48e38c.jpg,416,416,pistol,94,113,158,251
armas (1418).jpg.rf.c7848e27ba8cc945ff85ecd668c251f6.jpg,416,416,pistol,225,191,255,286
armas (1419).jpg.rf.95747978dba3b2d590159b9bc4a124af.jpg,416,416,pistol,141,52,290,409
armas (1420).jpg.rf.b0091445374efbc62a249faac83bc439.jpg,416,416,pistol,163,187,282,272
armas (1421).jpg.rf.b9a319174e06f257a610d3aeff52a2c0.jpg,416,416,pistol,18,191,194,306
armas (1421).jpg.rf.b9a319174e06f257a610d3aeff52a2c0.jpg,416,416,pistol,220,169,398,308
armas (1422).jpg.rf.bf71ec930383786906e114e336e534b3.jpg,416,416,pistol,56,45,230,286
armas (1423).jpg.rf.0b4ca8871d0c8442c43e5f2056a66a4a.jpg,416,416,pistol,39,47,379,384
armas (1424).jpg.rf.d25f6b904e7fb2eecd4e90b5b0361108.jpg,416,416,pistol,51,80,255,389
armas (1425).jpg.rf.ec91214e01d30e1890de3c01e3f9b0b4.jpg,416,416,pistol,10,104,410,406
armas (1426).jpg.rf.b37934fc47e462a873810a4a6ca1e3f5.jpg,416,416,pistol,85,79,321,387
armas (1427).jpg.rf.dfeb7191e51b2d1aa7853eaccdc36bbc.jpg,416,416,pistol,32,59,379,349
armas (1428).jpg.rf.44f29d091f6e1e9243757d179f0fc189.jpg,416,416,pistol,42,127,382,346
armas (1429).jpg.rf.83bfc05ab9fad72f189690c5f7666241.jpg,416,416,pistol,60,41,344,415
armas (1430).jpg.rf.2f34d76efee512daffcd7946fb2ee07b.jpg,416,416,pistol,48,134,415,361
armas (1431).jpg.rf.9e346cfff1b6a3e49eaeed84f9d2d826.jpg,416,416,pistol,191,71,378,253
armas (1432).jpg.rf.0b4a47f4ea8db1d5ebb59cad366e98e2.jpg,416,416,pistol,90,85,399,326
armas (1433).jpg.rf.3b99d7723ba1c37a88474ac38bc45610.jpg,416,416,pistol,1,52,415,415
armas (1434).jpg.rf.c525b8588d908dc391c2d1ef0f43958e.jpg,416,416,pistol,65,50,369,351
armas (1435).jpg.rf.4fc56777f4f3b43941abac4aca342c17.jpg,416,416,pistol,51,62,414,208
armas (1436).jpg.rf.6400698ccf6aa293c272ca75f8fbffa7.jpg,416,416,pistol,118,7,300,98
armas (1437).jpg.rf.d2535dc54ad7f5050de3da71baceaa10.jpg,416,416,pistol,1,44,415,396
armas (1438).jpg.rf.2f35a1890251fdd32322468acd6de439.jpg,416,416,pistol,66,95,409,379
armas (1439).jpg.rf.4de1c39863cf814337135dffb5cea391.jpg,416,416,pistol,130,25,198,98
armas (1439).jpg.rf.4de1c39863cf814337135dffb5cea391.jpg,416,416,pistol,250,18,305,90
armas (1440).jpg.rf.3b2c32e1a2c99eb55689ea83bee458d6.jpg,416,416,pistol,141,71,196,140
armas (1440).jpg.rf.3b2c32e1a2c99eb55689ea83bee458d6.jpg,416,416,pistol,214,77,265,135
armas (1441).jpg.rf.7e5f5e5c4bb372a25204634bf9b092a6.jpg,416,416,pistol,86,57,347,301
armas (1442).jpg.rf.24f784474cc6e5379f19744e61b2085c.jpg,416,416,pistol,54,29,403,253
armas (1443).jpg.rf.59e5087638228a7d3dcf9f04f9366e86.jpg,416,416,pistol,39,51,401,296
armas (1444).jpg.rf.234edf425a119e734396f05bbc8dd857.jpg,416,416,pistol,101,206,179,318
armas (1445).jpg.rf.b4bab5f07fb3f68e3dbb26b823127c87.jpg,416,416,pistol,1,76,415,390
armas (1446).jpg.rf.62e09f64ae61e609c8da72119075318e.jpg,416,416,pistol,41,6,281,415
armas (1447).jpg.rf.45daf2b7aa780c37d08319cd49c73391.jpg,416,416,pistol,47,151,329,324
armas (1448).jpg.rf.ecb63bc0a6ff04b225d81e385cde8c27.jpg,416,416,pistol,226,150,304,200
armas (1448).jpg.rf.ecb63bc0a6ff04b225d81e385cde8c27.jpg,416,416,pistol,204,199,328,270
armas (1448).jpg.rf.ecb63bc0a6ff04b225d81e385cde8c27.jpg,416,416,pistol,86,209,171,255
armas (1448).jpg.rf.ecb63bc0a6ff04b225d81e385cde8c27.jpg,416,416,pistol,155,85,199,124
armas (1448).jpg.rf.ecb63bc0a6ff04b225d81e385cde8c27.jpg,416,416,pistol,84,69,175,134
armas (1448).jpg.rf.ecb63bc0a6ff04b225d81e385cde8c27.jpg,416,416,pistol,210,85,261,126
armas (1449).jpg.rf.9390ea09c6043f014bedbc4f8098e499.jpg,416,416,pistol,11,127,405,366
armas (1450).jpg.rf.9911305c7cd6d62e698d8216e1b78f90.jpg,416,416,pistol,65,88,360,337
armas (1451).jpg.rf.5a5d6470b62a0fbfaa0e1b5eabbc9498.jpg,416,416,pistol,77,70,347,349
armas (1452).jpg.rf.b316e1209d3dc95221e04d53f1ab2a63.jpg,416,416,pistol,27,159,145,311
armas (1453).jpg.rf.da1e2e8e789c4775d86b11ca9f5d831a.jpg,416,416,pistol,24,54,414,304
armas (1454).jpg.rf.66eb0dd2215833b309a2863b7b172f92.jpg,416,416,pistol,206,126,233,170
armas (1455).jpg.rf.254bb039b4582af8a2a16e8fb9988b6f.jpg,416,416,pistol,264,191,301,234
armas (1456).jpg.rf.f0f01ae1116b90ed7814a6c5a70c7834.jpg,416,416,pistol,32,191,124,255
armas (1457).jpg.rf.354188244e69da44ba5a7ef6c1b4a967.jpg,416,416,pistol,73,236,150,325
armas (1458).jpg.rf.0d0f5ca639beb53fd2c23cac8759b34a.jpg,416,416,pistol,26,110,385,321
armas (1459).jpg.rf.3f14201d5b4df9772b7e5f154f4895d1.jpg,416,416,pistol,16,100,415,368
armas (1460).jpg.rf.ac91500b06edec774905b3991169812e.jpg,416,416,pistol,22,106,414,386
armas (1461).jpg.rf.751eeef3413fe44cd8d6ed5e9cd1ad90.jpg,416,416,pistol,104,17,362,410
armas (1462).jpg.rf.a0481d9ce4ac112704c28c3476aee697.jpg,416,416,pistol,186,111,225,183
armas (1463).jpg.rf.a762bbe6240e105867cdbb41ce2bdac9.jpg,416,416,pistol,164,210,320,349
armas (1463).jpg.rf.a762bbe6240e105867cdbb41ce2bdac9.jpg,416,416,pistol,234,95,280,177
armas (1464).jpg.rf.4e115aedd18d244f1644b302a16354af.jpg,416,416,pistol,23,64,384,387
armas (1465).jpg.rf.095b104dcb4a308bb411dd32670f47a1.jpg,416,416,pistol,84,57,406,341
armas (1466).jpg.rf.1e42e916e0cc8fe8bf6e26fa51811c07.jpg,416,416,pistol,33,44,394,362
armas (1467).jpg.rf.1aa10ef2828e9310b39bd096c5f3a1d8.jpg,416,416,pistol,189,156,274,365
armas (1468).jpg.rf.6ace49e7e6b821d6b7731037061247ce.jpg,416,416,pistol,305,90,354,178
armas (1469).jpg.rf.6c2741811b2ecf15559bbf6121f0682c.jpg,416,416,pistol,11,30,403,367
armas (1470).jpg.rf.83779cb58a4aaaeba73089cb78a1d521.jpg,416,416,pistol,9,20,399,362
armas (1471).jpg.rf.45a2e0d5d97b54445ceb9b9a95bef129.jpg,416,416,pistol,63,84,131,138
armas (1471).jpg.rf.45a2e0d5d97b54445ceb9b9a95bef129.jpg,416,416,pistol,129,86,158,116
armas (1472).jpg.rf.2efc4977276e221bf294bb5a8b4440f4.jpg,416,416,pistol,28,187,385,351
armas (1473).jpg.rf.62da2c2c8de80c98a4577d56d058018e.jpg,416,416,pistol,8,114,415,317
armas (1474).jpg.rf.b5b71c8a70f59a8df4af5b296ab2a858.jpg,416,416,pistol,101,221,143,297
armas (1475).jpg.rf.7735884c1399295451ef18ff76251d18.jpg,416,416,pistol,19,125,348,379
armas (1476).jpg.rf.08654a7d0f4b674d6b573424197e51e2.jpg,416,416,pistol,27,65,356,356
armas (1477).jpg.rf.ce2585238959a6241d47729363da40dc.jpg,416,416,pistol,100,209,335,396
armas (1478).jpg.rf.00fda95db13730962fdf70198d2e6bd8.jpg,416,416,pistol,100,116,369,375
armas (1478).jpg.rf.00fda95db13730962fdf70198d2e6bd8.jpg,416,416,pistol,1,2,139,170
armas (1479).jpg.rf.76e37ee694e5a00eca10c39d3476a904.jpg,416,416,pistol,61,115,352,380
armas (1480).jpg.rf.598710bfe2d1803ec7b1511e0c4fd6af.jpg,416,416,pistol,15,11,398,388
armas (1481).jpg.rf.7baf77d1e6fac3c9bb26cf10338ade6d.jpg,416,416,pistol,38,174,145,309
armas (1482).jpg.rf.df5a6b8b82ff0dae3172d5779899875d.jpg,416,416,pistol,7,64,403,359
armas (1483).jpg.rf.4ca76bd4f5e5c0fd1dd3dd3c2d0b23cb.jpg,416,416,pistol,27,42,378,353
armas (1484).jpg.rf.7d0de6ce1773f744a7f191719ef483bd.jpg,416,416,pistol,2,41,415,415
armas (1485).jpg.rf.fd70a2cafdf50fd9ed2f989f36a1018b.jpg,416,416,pistol,55,19,371,366
armas (1486).jpg.rf.0f753dd61ebc524686a7f3b80eac549a.jpg,416,416,pistol,7,3,414,406
armas (1487).jpg.rf.8fc2dc29cde199f2ca10327fabdfe07d.jpg,416,416,pistol,11,13,389,398
armas (1488).jpg.rf.f7850cf54462ad0459ff164442a615dc.jpg,416,416,pistol,47,94,338,317
armas (1489).jpg.rf.855870ef213639970e36accd5d70ed89.jpg,416,416,pistol,100,22,284,206
armas (1489).jpg.rf.855870ef213639970e36accd5d70ed89.jpg,416,416,pistol,103,1,335,139
armas (1490).jpg.rf.6d2b95c9add60ebbc8f4e873e82c8a29.jpg,416,416,pistol,40,29,401,405
armas (1491).jpg.rf.38caff4df5a30c83533de96956e87f76.jpg,416,416,pistol,27,9,400,361
armas (1491).jpg.rf.38caff4df5a30c83533de96956e87f76.jpg,416,416,pistol,2,186,406,415
armas (1492).jpg.rf.5a8ed8090975af31a98b3c78328be3f8.jpg,416,416,pistol,50,183,284,384
armas (1492).jpg.rf.5a8ed8090975af31a98b3c78328be3f8.jpg,416,416,pistol,126,36,359,238
armas (1493).jpg.rf.513080d59720f8292cc5494bb7d54b0e.jpg,416,416,pistol,108,12,368,384
armas (1494).jpg.rf.e8602ac557d31ee56faccf2d6e246d7f.jpg,416,416,pistol,12,27,409,359
armas (1495).jpg.rf.15313aa5cd5b57fea5569a7317b79a70.jpg,416,416,pistol,12,22,407,311
armas (1496).jpg.rf.46da3234af079ee712dc3abdfb7a4380.jpg,416,416,pistol,63,150,374,398
armas (1496).jpg.rf.46da3234af079ee712dc3abdfb7a4380.jpg,416,416,pistol,87,11,393,227
armas (1497).jpg.rf.9053157b98724b9076336a86cee86f26.jpg,416,416,pistol,16,57,384,382
armas (1498).jpg.rf.e82b73c69db338c8eb904e1957329b09.jpg,416,416,pistol,22,19,396,331
armas (1499).jpg.rf.cb46de66326120637b6402695168c29e.jpg,416,416,pistol,2,16,409,403
armas (1500).jpg.rf.409c3ff2ca85c218e019f1ac3b421b00.jpg,416,416,pistol,92,74,341,374
armas (1501).jpg.rf.216e601a29379c6b485f9e5b3e0341e8.jpg,416,416,pistol,179,31,257,402
armas (1502).jpg.rf.59b7fca6c9ba74f8cd141f68dd79af85.jpg,416,416,pistol,97,103,329,336
armas (1503).jpg.rf.d03b00f90520c91618d6df6088a7a3cf.jpg,416,416,pistol,100,79,335,322
armas (1504).jpg.rf.49cafe8845bf6ca5086aca41206afb91.jpg,416,416,pistol,180,173,376,387
armas (1505).jpg.rf.64663230ca43cf22a1c375f7e6054b65.jpg,416,416,pistol,120,13,393,400
armas (1506).jpg.rf.b9eb5afbb57ebbbca0189da29d6f2f1a.jpg,416,416,pistol,2,14,366,412
armas (1507).jpg.rf.4c07a76b965f748e3c075fc13cd9d78b.jpg,416,416,pistol,11,22,404,273
armas (1508).jpg.rf.e7308664cfa09a043c5c81e48d610d93.jpg,416,416,pistol,153,73,291,275
armas (1509).jpg.rf.190cbd9cbcd5cd6bd74b7e6c1a358853.jpg,416,416,pistol,70,94,78,119
armas (1509).jpg.rf.190cbd9cbcd5cd6bd74b7e6c1a358853.jpg,416,416,pistol,176,90,186,122
armas (1510).jpg.rf.cc72df4d3240740d7c3b3954cdb5e2f2.jpg,416,416,pistol,42,26,334,376
armas (1511).jpg.rf.35ab2bf449b41b52da58406d25cfd475.jpg,416,416,pistol,2,20,351,223
armas (1512).jpg.rf.e12ceed32c9f288d216ee5907876461f.jpg,416,416,pistol,194,140,214,169
armas (1513).jpg.rf.1616325c9967bc82b9101477e8b42f6d.jpg,416,416,pistol,252,110,296,145
armas (1514).jpg.rf.6c2cfb4c8a7b917302fcc1749764c77a.jpg,416,416,pistol,221,135,234,148
armas (1515).jpg.rf.33ea8f95541adb40d28a2d8e546c1f03.jpg,416,416,pistol,141,128,379,355
armas (1516).jpg.rf.330dbebcafa8dd85dfb35f5c495bdc6f.jpg,416,416,pistol,77,101,362,369
armas (1517).jpg.rf.86f2fcb5b09ae59135263e8c1698434c.jpg,416,416,pistol,210,128,232,151
armas (1518).jpg.rf.9990fd940264963476cf1576084f43aa.jpg,416,416,pistol,205,215,231,229
armas (1519).jpg.rf.8164b724040a9bf4a212bf0b39bce6a8.jpg,416,416,pistol,111,179,191,335
armas (1519).jpg.rf.8164b724040a9bf4a212bf0b39bce6a8.jpg,416,416,pistol,26,193,94,311
armas (1519).jpg.rf.8164b724040a9bf4a212bf0b39bce6a8.jpg,416,416,pistol,204,171,270,297
armas (1519).jpg.rf.8164b724040a9bf4a212bf0b39bce6a8.jpg,416,416,pistol,271,180,343,354
armas (1519).jpg.rf.8164b724040a9bf4a212bf0b39bce6a8.jpg,416,416,pistol,347,190,415,319
armas (1519).jpg.rf.8164b724040a9bf4a212bf0b39bce6a8.jpg,416,416,pistol,355,2,412,65
armas (1519).jpg.rf.8164b724040a9bf4a212bf0b39bce6a8.jpg,416,416,pistol,220,52,284,162
armas (1519).jpg.rf.8164b724040a9bf4a212bf0b39bce6a8.jpg,416,416,pistol,64,44,116,159
armas (1519).jpg.rf.8164b724040a9bf4a212bf0b39bce6a8.jpg,416,416,pistol,117,38,167,146
armas (1519).jpg.rf.8164b724040a9bf4a212bf0b39bce6a8.jpg,416,416,pistol,274,2,310,43
armas (1519).jpg.rf.8164b724040a9bf4a212bf0b39bce6a8.jpg,416,416,pistol,171,51,230,160
armas (1520).jpg.rf.2df9cc401f86c047cad0025c3dbbe0fc.jpg,416,416,pistol,226,142,363,364
armas (1520).jpg.rf.2df9cc401f86c047cad0025c3dbbe0fc.jpg,416,416,pistol,3,205,75,364
armas (1520).jpg.rf.2df9cc401f86c047cad0025c3dbbe0fc.jpg,416,416,pistol,82,153,159,346
armas (1520).jpg.rf.2df9cc401f86c047cad0025c3dbbe0fc.jpg,416,416,pistol,149,148,244,333
armas (1520).jpg.rf.2df9cc401f86c047cad0025c3dbbe0fc.jpg,416,416,pistol,1,17,63,126
armas (1520).jpg.rf.2df9cc401f86c047cad0025c3dbbe0fc.jpg,416,416,pistol,30,74,192,149
armas (1520).jpg.rf.2df9cc401f86c047cad0025c3dbbe0fc.jpg,416,416,pistol,72,16,282,124
armas (1520).jpg.rf.2df9cc401f86c047cad0025c3dbbe0fc.jpg,416,416,pistol,278,102,415,166
armas (1520).jpg.rf.2df9cc401f86c047cad0025c3dbbe0fc.jpg,416,416,pistol,251,14,365,92
armas (1521).jpg.rf.ded4f7ac59033bdb3f7f82494518622f.jpg,416,416,pistol,13,79,353,279
armas (1521).jpg.rf.ded4f7ac59033bdb3f7f82494518622f.jpg,416,416,pistol,145,168,402,375
armas (1522).jpg.rf.5e51ef6903c782d46add43de7c1a1188.jpg,416,416,pistol,30,10,385,402
armas (1523).jpg.rf.cc0bea188a822a1239694d161a51f45e.jpg,416,416,pistol,10,176,192,357
armas (1523).jpg.rf.cc0bea188a822a1239694d161a51f45e.jpg,416,416,pistol,111,36,226,292
armas (1523).jpg.rf.cc0bea188a822a1239694d161a51f45e.jpg,416,416,pistol,211,194,406,374
armas (1524).jpg.rf.05800a5208461ef31adfba79e728a603.jpg,416,416,pistol,32,72,392,381
armas (1525).jpg.rf.fac86999e94a273f5f7a7021be494b77.jpg,416,416,pistol,85,101,352,390
armas (1526).jpg.rf.d6d1aac94490b0c14320459eafc11cb2.jpg,416,416,pistol,89,291,116,319
armas (1526).jpg.rf.d6d1aac94490b0c14320459eafc11cb2.jpg,416,416,pistol,39,63,78,155
armas (1526).jpg.rf.d6d1aac94490b0c14320459eafc11cb2.jpg,416,416,pistol,269,47,316,71
armas (1526).jpg.rf.d6d1aac94490b0c14320459eafc11cb2.jpg,416,416,pistol,312,139,358,165
armas (1526).jpg.rf.d6d1aac94490b0c14320459eafc11cb2.jpg,416,416,pistol,197,323,207,340
armas (1527).jpg.rf.f0da72e37f29e1bd3e95342b7d47d6c0.jpg,416,416,pistol,81,128,341,289
armas (1528).jpg.rf.3093d3a1ad9cf642b330c653bccffbf0.jpg,416,416,pistol,1,35,399,407
armas (1529).jpg.rf.d65e100d88b709e8139ac7c746335850.jpg,416,416,pistol,80,14,415,414
armas (1530).jpg.rf.57a3f017d6749e202e405eb7382a16ed.jpg,416,416,pistol,29,62,399,388
armas (1531).jpg.rf.b3f531c13a803e3944c017be341ecac7.jpg,416,416,pistol,73,174,334,399
armas (1532).jpg.rf.8381307e19c3ae0dee7421e6270df696.jpg,416,416,pistol,132,160,333,388
armas (1533).jpg.rf.3bb5d0df786a9f8d28f241b09467a75a.jpg,416,416,pistol,80,101,415,405
armas (1534).jpg.rf.1783aa3f54b6f52d6ebcf349708c7044.jpg,416,416,pistol,215,120,368,331
armas (1535).jpg.rf.f5925bfc379c7132c729ca5cc2954895.jpg,416,416,pistol,154,201,206,249
armas (1536).jpg.rf.c59c1c4c508ac6d83b121402acd86efe.jpg,416,416,pistol,264,165,377,246
armas (1537).jpg.rf.200bf2ca50101a0b789fcbea7e41934a.jpg,416,416,pistol,124,26,415,369
armas (1538).jpg.rf.d73364b7ad3c797b2bcf616362af6652.jpg,416,416,pistol,227,146,250,165
armas (1539).jpg.rf.4be13801e59a36e4bf5a7d6949e1ef32.jpg,416,416,pistol,135,18,415,413
armas (1540).jpg.rf.cc4e8d087440ddb2ff67232bda46f9e7.jpg,416,416,pistol,21,48,395,379
armas (1541).jpg.rf.9c003be7e57080469fc3aae8c87d6756.jpg,416,416,pistol,17,12,398,279
armas (1542).jpg.rf.3652ce3fe23226296f1f562a2031124c.jpg,416,416,pistol,45,177,295,360
armas (1542).jpg.rf.3652ce3fe23226296f1f562a2031124c.jpg,416,416,pistol,169,65,369,269
armas (1543).jpg.rf.e6926465f75ab518e9a7eff5055c6fad.jpg,416,416,pistol,164,16,211,227
armas (1544).jpg.rf.d85fbd43e72b8a9670a066ca17d07540.jpg,416,416,pistol,151,151,240,310
armas (1545).jpg.rf.78ab98ca5d6f3d095cbc6c23fa5955d0.jpg,416,416,pistol,91,71,329,355
armas (1546).jpg.rf.4a1a310129c4a557e702d07fc10c45f2.jpg,416,416,pistol,71,11,359,415
armas (1547).jpg.rf.ce07b89c5aea9536df587af2204cb7db.jpg,416,416,pistol,134,231,198,318
armas (1548).jpg.rf.00d7dfc810b19d523c00bce6bf952821.jpg,416,416,pistol,32,275,93,307
armas (1548).jpg.rf.00d7dfc810b19d523c00bce6bf952821.jpg,416,416,pistol,158,277,221,317
armas (1548).jpg.rf.00d7dfc810b19d523c00bce6bf952821.jpg,416,416,pistol,324,271,385,307
armas (1549).jpg.rf.24d43ae3c489d7a9c99dcab31b7df9ce.jpg,416,416,pistol,255,154,300,189
armas (1550).jpg.rf.3b495837516e2b525d9dc1f85b3e9cd8.jpg,416,416,pistol,1,72,205,266
armas (1551).jpg.rf.6e812509e2902641485b607ef57abb94.jpg,416,416,pistol,239,186,308,207
armas (1551).jpg.rf.6e812509e2902641485b607ef57abb94.jpg,416,416,pistol,169,150,208,184
armas (1552).jpg.rf.8a96fe2c8b2409d987ee7833dfbdb3f8.jpg,416,416,pistol,117,109,154,138
armas (1553).jpg.rf.e4d51b1c549cac6a366015038b427940.jpg,416,416,pistol,80,66,132,169
armas (1554).jpg.rf.5e6f0edc685685a9959081f0dbfb18ff.jpg,416,416,pistol,158,239,202,270
armas (1555).jpg.rf.cef9d394c6c38cdbae50c4cca85456e0.jpg,416,416,pistol,69,1,358,401
armas (1556).jpg.rf.c8ebff551ac61bdcc7a747f6484b2c57.jpg,416,416,pistol,77,91,374,393
armas (1557).jpg.rf.713ca35893941718956f2da99a775245.jpg,416,416,pistol,52,50,408,402
armas (1558).jpg.rf.25849b1141f32067aebb0f8de4b85e62.jpg,416,416,pistol,27,176,335,407
armas (1559).jpg.rf.c634f43da7fb40c09c477dff643c9604.jpg,416,416,pistol,24,108,364,387
armas (1560).jpg.rf.735e09c6b9d32aeedebe3737b721c9b8.jpg,416,416,pistol,77,84,172,190
armas (1561).jpg.rf.7511f606c555a729c46da4bd36ec4031.jpg,416,416,pistol,7,75,406,315
armas (1562).jpg.rf.030a1769ba59240c0f3a926b8734bd56.jpg,416,416,pistol,44,208,414,300
armas (1563).jpg.rf.0a40b2add4f568ae35623262a8cd6b1a.jpg,416,416,pistol,25,113,395,325
armas (1564).jpg.rf.17111e695a56c3182584e789b9ac0ef1.jpg,416,416,pistol,15,79,407,304
armas (1565).jpg.rf.d21128b21658cbceb894ef39b43412b7.jpg,416,416,pistol,1,238,364,335
armas (1565).jpg.rf.d21128b21658cbceb894ef39b43412b7.jpg,416,416,pistol,270,153,407,200
armas (1566).jpg.rf.ca7a9c0e7806610b695e2036127d9ccc.jpg,416,416,pistol,198,159,290,288
armas (1567).jpg.rf.0768790f86772f9f886c97a4dae195a4.jpg,416,416,pistol,27,38,374,401
armas (1568).jpg.rf.709954a99b5953a71d24cb7aa581b2b7.jpg,416,416,pistol,135,31,237,348
armas (1569).jpg.rf.4e7f0f57c4a6eb8e1a42af69fc310898.jpg,416,416,pistol,10,62,339,412
armas (1570).jpg.rf.2684cd8c679bbf05891fecba7c05c4b2.jpg,416,416,pistol,21,11,415,396
armas (1571).jpg.rf.738e13dab84fd852dbf672d025d1413c.jpg,416,416,pistol,95,74,344,311
armas (1572).jpg.rf.d99472fc0d67bddcd5b64eccb83c2b93.jpg,416,416,pistol,11,32,401,362
armas (1573).jpg.rf.157cea53e1e1f6d6fa9f670d8baee8c9.jpg,416,416,pistol,24,91,262,414
armas (1573).jpg.rf.157cea53e1e1f6d6fa9f670d8baee8c9.jpg,416,416,pistol,201,191,343,414
armas (1574).jpg.rf.8ea9d6d31c93b8528c6fc270abe7319f.jpg,416,416,pistol,13,70,212,385
armas (1574).jpg.rf.8ea9d6d31c93b8528c6fc270abe7319f.jpg,416,416,pistol,210,17,400,391
armas (1575).jpg.rf.d365911f32606e5eb0c2872f77c3eabb.jpg,416,416,pistol,13,203,203,368
armas (1575).jpg.rf.d365911f32606e5eb0c2872f77c3eabb.jpg,416,416,pistol,210,193,401,398
armas (1575).jpg.rf.d365911f32606e5eb0c2872f77c3eabb.jpg,416,416,pistol,24,48,191,208
armas (1575).jpg.rf.d365911f32606e5eb0c2872f77c3eabb.jpg,416,416,pistol,240,34,389,145
armas (1576).jpg.rf.fb291ef7a97ad6f44cf794832b327a77.jpg,416,416,pistol,7,132,406,318
